_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
jonesro01,"February 2, 1954","St. Louis, Missouri",1.1,47.0,,58.8,75,12.8,4.9,4.1,2.1,,Saint Louis University,,,,,6-9,,Robin Jones,Center,Right,225lb
jonessa01,"June 24, 1933","Wilmington, North Carolina",2.5,45.6,,80.3,871,18.7,17.7,4.9,92.3,,North Carolina Central University,and Boston Celtics,1956 NBA Draf,Minneapolis Lakers,1st ,6-4,"Laurinburg Institute in Laurinburg, North Carolina",Sam Jones,Point Guard and Shooting Guard and Small Forward,Right,198lb
jonessh01,"April 6, 1966","Copiague, New York",0.8,44.5,0.0,72.5,51,10.4,4.8,2.2,0.3,44.5,St. John's University,27th overall,2nd round,San Antonio Spurs,1988,6-9,"Amityville Memorial in Amityville, New York",Shelton Jones,Small Forward,Right,210lb
jonesso01,"July 16, 1984","Eustis, Florida",0.4,46.7,11.1,71.7,281,10.2,3.0,2.3,5.0,46.7,University of South Florida,33rd overall,2nd round,Atlanta Hawks,2006,6-10,"Mount Dora in Mount Dora, Florida",Solomon Jones,Center and Power Forward,Right,230lb
jonesst01,"October 17, 1942","Alexandria, Louisiana",2.2,44.4,33.8,82.2,704,13.8,15.2,3.5,36.9,45.4,University of Oregon,,,,,6-5,"Franklin in Portland, Oregon",Steve Jones,Shooting Guard,Right,205lb
joneste01,"January 9, 1992","Portland, Oregon",1.0,50.1,29.7,62.1,234,17.1,10.4,5.7,14.7,52.4,University of Kentucky,18th overall,1st round,Houston Rockets,2012,6-9,"Jefferson in Portland, Oregon",Terrence Jones,Power Forward,Left,252lb
jonesty01,"May 10, 1996","Burnsville, Minnesota",3.3,41.9,33.3,81.9,247,13.5,5.1,1.5,8.4,47.7,Duke University,24th overall,1st round,Cleveland Cavaliers,2015,6-2,"Apple Valley in Apple Valley, Minnesota",Tyus Jones,Point Guard,Right,196lb
joneswa01,"July 14, 1926","Harlan, Kentucky",3.1,35.5,,75.7,140,13.5,10.2,5.1,8.8,,University of Kentucky,8th overall,1st round,Washington Capitols,1949,6-4,"Harlan in Harlan, Kentucky",Wah Wah Jones,Power Forward,Right,225lb
joneswa02,"February 14, 1942","Philadelphia, Pennsylvania",3.1,40.9,24.0,80.2,678,11.0,9.8,2.2,16.1,40.9,Villanova University,18th overall,3rd round,Detroit Pistons,1964,6-2,"Overbrook in Philadelphia, Pennsylvania",Wali Jones,Point Guard and Shooting Guard,Right,180lb
joneswi02,"February 27, 1947","McGehee, Arkansas",2.0,45.9,14.3,73.3,725,13.5,11.7,7.7,37.2,45.9,Albany State University,69th overall,5th round,Los Angeles Lakers,1969,6-8,,Wil Jones,Small Forward and Power Forward,Right,205lb
joneswi01,"June 29, 1936",,2.0,39.3,,68.2,272,11.2,7.4,2.8,0.8,,Northwestern University,36th overall,5th round,Detroit Pistons,1960,6-3,,Willie Jones,Point Guard,Right,185lb
jordaad01,"August 21, 1970","Brooklyn, New York",2.2,29.6,25.0,50.0,10,8.0,2.1,0.6,0.0,35.2,University of Kansas,42nd overall,2nd round,Seattle SuperSonics,1993,5-11,"Cleveland in Los Angeles, California",Adonis Jordan,Point Guard,Right,170lb
jordach01,"January 31, 1954","Indianapolis, Indiana",0.7,43.4,20.0,59.7,71,9.7,5.2,3.0,0.3,43.7,Canisius College,,,,,6-8,"Shortridge in Indianapolis, Indiana",Charles Jordan,Small Forward,Right,220lb
jordade01,"July 21, 1988","Houston, Texas",0.9,67.0,9.1,46.6,819,18.5,9.6,10.9,83.4,67.0,Texas A&M University,35th overall,2nd round,Los Angeles Clippers,2008,6-11,"Christian Life Center Academy in Humble, Texas",DeAndre Jordan,Center,Left,265lb
jordaed01,"January 29, 1955","Washington, District of Columbia",3.8,41.4,22.4,76.3,420,13.1,8.1,1.9,8.8,41.8,Rutgers University,33rd overall,2nd round,Cleveland Cavaliers,1977,6-1,"Archbishop Carroll in Washington, District of Columbia",Eddie Jordan,Point Guard,Right,170lb
jordaje01,"September 29, 1986","Kingston, Jamaica",0.3,52.8,-,85.2,65,17.1,2.8,2.0,1.7,52.8,University of Tulsa,44th overall,2nd round,Milwaukee Bucks,2010,7-0,"Florida Air Academy in Melbourne, Florida",Jerome Jordan,Center,Right,253lb
jordami01,"February 17, 1963","Brooklyn, New York",5.3,49.7,32.7,83.5,1072,27.9,30.1,6.2,214.0,50.9,University of North Carolina,3rd overall,1st round,Chicago Bulls,1984,6-6,"Emsley A. Laney in Wilmington, North Carolina",Michael Jordan,Small Forward and Shooting Guard,Right,195lb
jordare01,"January 26, 1968","Chicago, Illinois",1.0,43.3,33.3,58.5,186,14.1,2.7,1.8,3.0,43.6,New Mexico State University,,,,,6-4,"Proviso East in Maywood, Illinois",Reggie Jordan,Shooting Guard and Point Guard,Left,195lb
jordath01,"May 23, 1968","Baltimore, Maryland",0.8,43.9,-,47.1,4,6.9,11.0,4.8,-0.2,43.9,Oklahoma State University,,,,,6-10,"Lake Clifton in Baltimore, Maryland",Thomas Jordan,Power Forward,Right,220lb
jordawa01,"February 19, 1956","Perry, Alabama",0.4,38.7,-,58.8,30,8.5,2.3,1.4,-0.1,38.7,Purdue University,84th overall,4th round,New Jersey Nets,1978,6-7,"Northrop in Fort Wayne, Indiana",Walter Jordan,Small Forward,Right,198lb
jordoph01,"September 12, 1933","Lakeport, California",1.7,39.8,,69.4,442,13.4,10.9,6.9,9.9,,Whitworth,,1956 NBA Draf,Minneapolis Lakers,,6-10,,Phil Jordon,Center and Power Forward,Right,205lb
jorgejo01,"December 28, 1921","Chicago, Illinois",0.6,36.6,,73.5,51,-,2.3,-,1.3,,DePaul University,,,,,6-2,,Johnny Jorgensen,Guard/Forward,Right,185lb
jorgeno01,"May 18, 1925",,1.2,36.0,,74.2,268,13.1,8.8,4.3,13.5,,University of Iowa,,,,,6-9,,Noble Jorgensen,Center,Right,228lb
jorgero01,"September 2, 1920",,0.0,25.9,,68.4,28,-,1.5,-,0.1,,Ohio State University,,,,,6-5,,Roger Jorgensen,Center/Forward,Right,200lb
josepco01,"August 20, 1991","Toronto, Canada",2.8,44.4,32.7,76.1,528,12.5,6.9,2.6,21.8,48.0,University of Texas at Austin,29th overall,1st round,San Antonio Spurs,2011,6-3,"Findlay College Prep in Henderson, Nevada",Cory Joseph,Point Guard and Shooting Guard,Right,193lb
josepga01,"August 8, 1973","Roseau, Dominica",0.3,20.0,-,0.0,4,-5.0,0.5,0.5,-0.1,20.0,College of Saint Rose,,,,,7-2,"Saint Mary's in Roseau, Dominica",Garth Joseph,Center,Right,315lb
josepkr01,"December 17, 1988","Montreal, Canada",0.1,14.3,0.0,62.5,10,0.6,0.9,0.7,-0.1,14.3,Syracuse University,51st overall,2nd round,Boston Celtics,2012,6-7,"Archbishop Carroll in Montreal, Canada",Kris Joseph,Small Forward,Right,210lb
josepyv01,"October 31, 1957","Cap-Haitian, Haiti",0.0,-,-,100.0,1,12.8,2.0,0.0,0.0,-,Georgia Institute of Technology,36th overall,2nd round,New Jersey Nets,1985,6-11,"Notre Dame in Port-au-Prince, Haiti",Yvon Joseph,Center,Right,245lb
joyceke01,"June 27, 1951","Bayside, New York",3.2,41.0,18.5,78.6,180,10.0,10.6,1.7,2.8,41.4,University of South Carolina,11th overall,1st round,Golden State Warriors,1973,6-3,"Archbishop Molloy in Jamaica, New York",Kevin Joyce,Shooting Guard and Point Guard,Right,190lb
joynebu01,"April 26, 1945",,0.0,-,-,-,2,-0.3,0.0,0.5,0.0,-,Indiana University,111th overall,9th round,Cincinnati Royals,1968,6-5,"New Castle in New Castle, Indiana",Butch Joyner,Forward,Right,200lb
judkije01,"March 23, 1956","Salt Lake City, Utah",1.0,47.8,31.5,81.2,272,12.9,5.4,1.6,6.3,48.7,University of Utah,30th overall,2nd round,Boston Celtics,1978,6-6,"Highland in Salt Lake City, Utah",Jeff Judkins,Small Forward,Right,185lb
kachawh01,"September 15, 1925","Chicago, Illinois",0.7,26.8,,64.3,52,-,2.2,-,0.7,,DePaul University,,1948 BAA Draf,Chicago Stags,,6-2,"Saint Philip in Chicago, Illinois",Whitey Kachan,Guard,Right,175lb
kaftage01,"February 22, 1928","New York, New York",1.9,37.0,,65.0,212,13.7,7.5,3.1,8.9,,College of the Holy Cross,1949 BAA Draft,2nd roun,Boston Celtics,,6-3,"Xavier in New York, New York",George Kaftan,Small Forward,Right,190lb
kalafed01,"October 13, 1932",,1.5,34.5,,68.8,209,11.5,7.1,5.7,5.3,,University of Minnesota,9th overall,1st round,Minneapolis Lakers,1954,6-6,"Anaconda in Anaconda, Montana",Ed Kalafat,Small Forward and Power Forward,Right,245lb
kamanch01,"April 28, 1982","Wyoming, Michigan",1.3,48.9,4.2,74.3,735,14.9,11.2,7.6,24.6,48.9,Central Michigan University,6th overall,1st round,Los Angeles Clippers,2003,7-0,"Tri-Unity Christian in Wyoming, Michigan",Chris Kaman,Center,Right,265lb
kaminfr01,"April 4, 1993","Lisle, Illinois",1.6,41.9,34.9,76.0,282,13.7,9.8,4.0,11.0,49.1,University of Wisconsin,9th overall,1st round,Charlotte Hornets,2015,7-0,"Benet Academy in Lisle, Illinois",Frank Kaminsky,Center and Power Forward,Right,242lb
kanteen01,"May 20, 1992","Zurich, Switzerland",0.8,54.1,29.4,78.0,583,20.6,11.9,7.6,39.6,54.5,,3rd overall,1st round,Utah Jazz,2011,6-11,"Stoneridge Preparatory School in Simi Valley, California",Enes Kanter,Center,Right,250lb
kaplora01,"May 18, 1919","New York, New York",0.5,26.3,,74.9,105,-,5.6,-,5.2,,New York University,,,,,6-2,"DeWitt Clinton in Bronx, New York",Ralph Kaplowitz,Guard/Forward,Right,170lb
kaponja01,"February 4, 1981","Long Beach, California",0.8,44.2,43.4,83.5,509,10.5,6.7,1.7,10.3,51.7,"University of California, Los Angeles",31st overall,2nd round,Cleveland Cavaliers,2003,6-8,"Artesia in Lakewood, California",Jason Kapono,Small Forward and Shooting Guard,Right,213lb
kappeto01,"April 13, 1919",,0.5,23.8,,79.5,59,-,6.5,-,0.7,,,,,,,5-10,,Tony Kappen,Guard,Right,165lb
karasse01,"October 26, 1993","St. Petersburg, Russia",0.9,39.5,28.2,84.2,95,8.7,3.0,1.5,0.8,45.9,,19th overall,1st round,Cleveland Cavaliers,2013,6-7,,Sergey Karasev,Shooting Guard and Small Forward,Left,208lb
karlco01,"March 6, 1983","Great Falls, Montana",1.0,34.5,25.0,75.0,24,9.2,2.4,1.3,0.0,39.7,Boise State University,,,,,6-5,"Homestead in Mequon, Wisconsin",Coby Karl,Shooting Guard and Small Forward,Right,215lb
karlge01,"May 12, 1951","Penn Hills, Pennsylvania",3.0,46.5,22.2,78.0,264,13.2,6.5,1.4,7.7,46.9,University of North Carolina,66th overall,4th round,New York Knicks,1973,6-2,,George Karl,Point Guard,,190lb
kasided01,"August 13, 1923",,0.8,28.6,,0.0,8,-,1.5,-,0.0,,,,,,,5-11,,Ed Kasid,Guard,Right,185lb
kasunma01,"April 5, 1980","Split, Croatia",0.2,46.7,0.0,63.6,73,10.8,2.7,2.6,0.8,46.7,,41st overall,2nd round,Los Angeles Clippers,2002,7-1,,Mario Kasun,Center,Right,260lb
katkale01,"April 17, 1923",,1.3,31.7,,68.5,107,-,4.3,-,1.9,,North Carolina State University,,1948 BAA Draf,Washington Capitols,,6-0,,Leo Katkaveck,Guard,Right,185lb
kauffbo01,"July 13, 1946","Brooklyn, New York",2.7,47.7,,74.9,525,16.8,11.5,7.0,31.5,,Guilford College,3rd overall,1st round,Seattle SuperSonics,1968,6-8,"Scarsdale in Scarsdale, New York",Bob Kauffman,Small Forward and Power Forward and Center,Right,240lb
kaunsa01,"May 8, 1985","Tomsk, Russia",0.1,52.9,-,45.5,25,12.5,0.9,1.0,0.2,52.9,University of Kansas,56th overall,2nd round,Seattle SuperSonics,2008,6-11,"Florida Air Academy in Melbourne, Florida",Sasha Kaun,Center,Right,260lb
kautzwi01,"September 7, 1915","Chicago, Illinois",0.7,25.5,,53.4,50,-,5.1,-,0.8,,Loyola University of Chicago,,,,,6-0,"Tilden in Chicago, Illinois",Wilbert Kautz,Guard/Forward,Right,180lb
keacl01,"February 2, 1959","Wilmington, North Carolina",0.4,48.5,0.0,69.2,51,13.8,3.9,2.5,1.0,48.5,Lamar University,169th overall,8th round,Dallas Mavericks,1980,6-6,"Hanover in Wilmington, North Carolina",Clarence Kea,Power Forward,Right,218lb
kearnmi01,"June 18, 1929","Trenton, New Jersey",0.8,0.0,,25.0,6,1.0,0.2,0.5,-0.1,,Princeton University,48th overall,5th round,Philadelphia Warriors,1951,6-2,,Mike Kearns,Point Guard,Right,178lb
kearnto01,"October 6, 1936","New York, New York",0.0,100.0,,-,1,8.8,2.0,0.0,0.0,,University of North Carolina,29th overall,4th round,Syracuse Nationals,1958,5-11,"Saint Ann's Academy in New York, New York",Tommy Kearns,Guard,Right,185lb
keefead01,"February 22, 1970","Irvine, California",0.7,50.2,7.1,71.4,617,12.9,5.0,4.1,24.9,50.2,Stanford University,10th overall,1st round,Atlanta Hawks,1992,6-9,"Woodbridge in Irvine, California",Adam Keefe,Center and Power Forward and Small Forward,Right,230lb
keeliha01,"September 18, 1963","New Orleans, Louisiana",0.5,43.6,-,71.4,20,16.1,2.2,0.3,0.1,43.6,Santa Clara University,63rd overall,3rd round,Dallas Mavericks,1985,6-4,"Lincoln in San Francisco, California",Harold Keeling,Shooting Guard,Right,185lb
kellebi01,"August 30, 1947","Indianapolis, Indiana",3.6,42.5,33.8,87.2,556,15.0,11.8,2.4,30.1,46.9,Purdue University,87th overall,7th round,Milwaukee Bucks,1969,5-10,"Washington in Indianapolis, Indiana",Bill Keller,Point Guard and Shooting Guard,Right,177lb
kellega01,"June 13, 1944","Elizabeth, New Jersey",0.4,38.8,0.0,63.2,122,12.6,6.0,4.5,3.5,38.8,University of Florida,59th overall,6th round,Los Angeles Lakers,1967,6-9,"Dixie Hollins in Saint Petersburg, Florida",Gary Keller,Power Forward and Center,Left,220lb
kelleke01,"August 16, 1922","Brooklyn, New York",0.0,33.3,,40.0,28,-,0.8,-,0.4,,St. John's University,,,,,6-1,"Bishop Loughlin in Brooklyn, New York",Ken Keller,Guard,Right,180lb
kelleri01,"March 23, 1953","San Mateo, California",2.6,48.8,0.0,78.3,814,15.0,7.6,7.0,42.5,48.8,Stanford University,7th overall,1st round,New Orleans Jazz,1975,7-0,"Woodside in Woodside, California",Rich Kelley,Center,Right,235lb
kellocl01,"July 2, 1961","Cleveland, Ohio",2.9,49.7,33.8,75.7,260,19.3,18.9,9.5,20.9,50.0,Ohio State University,8th overall,1st round,Indiana Pacers,1982,6-7,"St. Joseph in Cleveland, Ohio",Clark Kellogg,Power Forward,Right,225lb
kellyar01,"November 20, 1945","Jackson, Mississippi",1.8,44.5,25.3,63.7,188,9.9,8.0,2.6,5.6,46.4,Lincoln University of Missouri,85th overall,8th round,St. Louis Hawks,1967,6-2,,Arvesta Kelly,Shooting Guard and Point Guard,Right,175lb
kellyje01,"June 14, 1918",,0.5,29.1,,66.1,46,-,5.7,-,2.4,,Marshall University,,,,,6-2,,Jerry Kelly,Forward,Right,172lb
kellyry01,"April 9, 1991","Carmel, New York",1.3,37.8,31.6,79.7,163,10.5,6.0,3.1,3.0,43.8,Duke University,48th overall,2nd round,Los Angeles Lakers,2013,6-11,"Ravenscroft in Raleigh, North Carolina",Ryan Kelly,Power Forward,Right,230lb
kellyto01,"March 5, 1924","New York, New York",1.4,33.5,,61.6,27,-,7.1,-,1.4,,New York University,,1948 BAA Draf,Boston Celtics,,6-0,,Tom Kelly,Guard,Right,170lb
kelsegr01,"September 17, 1957","Panama City, Florida",1.3,48.6,16.7,68.6,305,14.2,9.7,4.6,8.6,48.8,Michigan State University,4th overall,1st round,Detroit Pistons,1979,6-7,"Henry Ford in Detroit, Michigan",Greg Kelser,Small Forward,Right,190lb
kelsobe01,"April 11, 1949",,0.4,36.5,,68.2,46,6.8,1.8,0.7,0.0,,Central Michigan University,117th overall,8th round,Detroit Pistons,1972,6-3,,Ben Kelso,Shooting Guard,Right,195lb
kempsh01,"November 26, 1969","Elkhart, Indiana",1.6,48.8,27.7,74.1,1051,19.1,14.6,8.4,89.5,49.0,Trinity Valley Community College,17th overall,1st round,Seattle SuperSonics,1989,6-10,"Concord in Elkhart, Indiana",Shawn Kemp,Center and Power Forward,Right,230lb
kemptti01,"January 25, 1964","Jamaica, New York",1.1,48.1,0.0,67.7,280,9.8,4.5,2.8,3.3,48.1,University of Notre Dame,124th overall,6th round,Los Angeles Clippers,1986,6-10,"Saint Dominic in Oyster Bay, New York",Tim Kempton,Power Forward,Right,245lb
kendrfr01,"September 11, 1950","Indianapolis, Indiana",0.3,40.3,,81.8,24,20.3,3.3,1.5,0.3,,Purdue University,47th overall,3rd round,Golden State Warriors,1974,6-6,"Arsenal Technical in Indianapolis, Indiana",Frank Kendrick,Small Forward,Right,198lb
kennalu01,"June 24, 1996","Middletown, Ohio",1.8,44.1,40.3,84.7,136,12.0,8.6,2.6,5.1,53.6,Duke University,12th overall,1st round,Detroit Pistons,2017,6-5,"Franklin in Franklin, Ohio",Luke Kennard,Shooting Guard,Left,206lb
kennedj01,"November 5, 1989","Pittsburgh, Pennsylvania",1.5,41.7,50.0,0.0,2,4.7,6.0,3.5,0.0,50.0,St. John's University,,,,,6-6,"Schenley in Pittsburgh, Pennsylvania",D.J. Kennedy,Small Forward,Left,215lb
kennego01,"August 23, 1949","Charlotte, North Carolina",0.9,54.8,100.0,67.0,333,15.2,8.2,5.6,20.2,54.8,Texas Christian University,139th overall,9th round,Portland Trail Blazers,1971,6-5,,Goo Kennedy,Power Forward and Small Forward,Right,205lb
kennejo01,"January 12, 1947",,0.8,37.6,0.0,80.4,168,9.3,5.7,3.6,0.2,37.6,Duke University,122nd overall,10th round,Seattle SuperSonics,1968,6-6,"DeMatha Catholic in Hyattsville, Maryland",Joe Kennedy,Small Forward,Right,210lb
kennepi01,"May 17, 1938","Philadelphia, Pennsylvania",1.3,19.0,,66.7,7,3.8,1.7,1.1,-0.1,,Temple University,15th overall,2nd round,Philadelphia Warriors,1960,5-11,"Lincoln in Philadelphia, Pennsylvania",Pickles Kennedy,Guard,Right,180lb
kenonla01,"December 13, 1952","Birmingham, Alabama",2.2,48.7,14.3,78.4,752,17.0,17.2,8.9,58.5,48.7,University of Memphis,50th overall,3rd round,Detroit Pistons,1973,6-9,"Ullman in Birmingham, Alabama",Larry Kenon,Power Forward and Small Forward,Right,205lb
kenvibi01,"December 1, 1930","Elmhurst, New York",2.1,36.3,,75.8,345,13.6,7.1,3.5,13.7,,St. Bonaventure University,,1953 NBA Draf,Syracuse Nationals,,6-2,,Billy Kenville,Point Guard and Shooting Guard,Right,187lb
kernejo01,"June 6, 1974","Atlanta, Georgia",0.0,0.0,-,-,1,-15.2,0.0,0.0,0.0,0.0,"Florida State University, East Carolina University",,,,,6-11,"Saint Pius X in Atlanta, Georgia",Jonathan Kerner,Center,Right,245lb
kerrre01,"July 17, 1932","Chicago, Illinois",2.2,41.8,,72.3,905,16.8,13.8,11.2,61.8,,University of Illinois at Urbana-Champaign,6th overall,1st round,Syracuse Nationals,1954,6-9,"Tilden in Chicago, Illinois",Red Kerr,Center,Right,230lb
kerrst01,"September 27, 1965","Beirut, Lebanon",1.8,47.9,45.4,86.4,910,13.1,6.0,1.2,47.2,56.4,University of Arizona,50th overall,2nd round,Phoenix Suns,1988,6-3,"Pacific Palisades in Pacific Palisades, California",Steve Kerr,Shooting Guard and Point Guard,Right,175lb
kerrija01,"January 30, 1925","Chicago, Illinois",2.5,36.3,,66.2,271,14.6,7.6,6.3,17.8,,Loyola University of Chicago,9th overall,1st round,Chicago Stags,1949,6-6,"De La Salle Institute in Chicago, Illinois",Jack Kerris,Power Forward,Right,215lb
kerseje01,"June 26, 1962","Clarksville, Virginia",1.9,46.5,20.1,69.0,1153,14.9,10.3,5.5,69.5,46.7,Longwood University,46th overall,2nd round,Portland Trail Blazers,1984,6-7,"Bluestone in Skipworth, Virginia",Jerome Kersey,Small Forward,Right,215lb
kerwito01,"July 7, 1944",,0.1,31.8,-,0.0,13,5.3,1.1,1.5,-0.1,31.8,Centenary College of Louisiana,43rd overall,5th round,San Francisco Warriors,1966,6-7,,Tom Kerwin,Forward,Right,210lb
kesslal01,"January 13, 1967","Minneapolis, Minnesota",0.4,42.6,41.7,74.4,210,9.6,5.2,3.6,2.0,43.1,University of Georgia,12th overall,1st round,Houston Rockets,1990,6-11,"Roswell in Roswell, Georgia",Alec Kessler,Center and Power Forward,Right,230lb
ketnela01,"February 1, 1977","Philadelphia, Pennsylvania",0.1,40.6,-,66.7,25,6.2,1.4,1.4,0.0,40.6,University of Massachusetts Amherst,49th overall,2nd round,Chicago Bulls,1999,6-9,"Roman Catholic in Philadelphia, Pennsylvania",Lari Ketner,Power Forward,Right,277lb
keyeju01,"September 5, 1946","Toccoa, Georgia",1.6,41.8,18.2,62.3,418,10.8,7.6,11.0,17.8,41.8,Alcorn State University,102nd overall,8th round,Boston Celtics,1968,6-10,,Julius Keye,Power Forward and Center,Right,200lb
keysra01,"April 19, 1966","Collins, Mississippi",0.8,42.5,27.2,72.1,241,10.3,5.2,2.3,2.3,44.1,University of Southern Mississippi,22nd overall,1st round,Cleveland Cavaliers,1988,6-7,"Collins in Collins, Mississippi",Randolph Keys,Small Forward,Right,195lb
khryavi01,"August 3, 1982","Kiev, Ukraine",1.0,44.3,29.2,65.8,143,10.7,4.5,3.4,2.0,45.5,,22nd overall,1st round,New Jersey Nets,2004,6-9,,Viktor Khryapa,Small Forward and Power Forward,Right,210lb
kiddja01,"March 23, 1973","San Francisco, California",8.7,40.0,34.9,78.5,1391,17.9,12.6,6.3,138.6,46.4,University of California,2nd overall,1st round,Dallas Mavericks,1994,6-4,"Saint Joseph of Notre Dame in Alameda, California",Jason Kidd,Shooting Guard and Point Guard,Right,205lb
kiddwa01,"September 9, 1970","Harpersville, Alabama",0.3,59.2,-,54.7,68,11.3,3.6,3.4,1.4,59.2,Middle Tennessee State University,,,,,6-9,"Vincent in Vincent, Alabama",Warren Kidd,Power Forward,Right,235lb
kiddgmi01,"September 26, 1993","Philadelphia, Pennsylvania",1.2,47.7,27.7,71.4,421,13.7,8.8,5.6,21.2,48.1,University of Kentucky,2nd overall,1st round,Charlotte Bobcats,2012,6-7,"Saint Patrick in Elizabeth, New Jersey",Michael Kidd-Gilchrist,Small Forward and Power Forward,Right,232lb
kiffiir01,"August 8, 1951","New York, New York",0.7,33.3,-,72.0,26,3.7,3.2,1.5,-0.6,33.3,Oklahoma Baptist University,,,,,6-9,"Springfield Gardens in Springfield Gardens, New York",Irv Kiffin,Small Forward,Right,225lb
